Document Title,Abstract,Year,PDF Link,label,code,time
BP-Neural Network Used to Choose the Style of Graphic-Interface of Application Program,"With the interface from words to graphic, the quality of application program is more and more depend on the degree which the graphic interface feat the taste of the users. So if we can predict the users' taste of the style of application program, our work must be more popular. Now with the help of BP-neural network we can do it because of its strong capacity of prediction.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4770047,no,no,1487369764.407341
Fault Tolerant ICAP Controller for High-Reliable Internal Scrubbing,"High reliable reconfigurable applications today require system platforms that can easily and quickly detect and correct single event upsets. This capability, however, can be costly for FPGAs. This paper demonstrates a technique for detecting and repairing SEUs within the configuration memory of a Xilinx Virtex-4 FPGA using the ICAP interface. The internal configuration access port (ICAP) provides a port internal to the FPGA for configuring the FPGA device. An application note demonstrates how this port can be used for both error injection and scrubbing (L. Jones, 2007). We have extended this work to create a fault tolerant ICAP scrubber by triplicating the internal ICAP circuit using TMR and block memory scrubbing. This paper will describe the costs, benefits, and reliability of this fault-tolerant ICAP controller.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4526471,no,no,1487369764.407339
Predicting software escalations with maximum ROI,"Enterprise software vendors often have to release software products before all reported defects are corrected, and a small number of these reported defects will be escalated by customers whose businesses are seriously impacted. Escalated defects must be quickly resolved at a high cost by the software vendors. The total costs can be even greater, including loss of reputation, satisfaction, loyalty, and repeat revenue. In this paper, we develop an Escalation Prediction (EP) system to mine historic defect report data and predict the escalation risk of current defect reports for maximum ROI (Return On Investment). More specifically, we first describe a simple and general framework to convert the maximum ROI problem to cost-sensitive learning. We then apply and compare several best-known cost-sensitive learning approaches for EP. The EP system has produced promising results, and has been deployed in the product group of an enterprise software vendor. Conclusions drawn from this study also provide guidelines for mining imbalanced datasets and cost-sensitive learning.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1565765,no,no,1487369764.407338
Keynote: Hierarchical Fault Detection in Embedded Control Software,"We propose a two-tiered hierarchical approach for detecting faults in embedded control software during their runtime operation: The observed behavior is monitored against the appropriate specifications at two different levels, namely, the software level and the controlled-system level. (The additional controlled- system level monitoring safeguards against any possible incompleteness at the software level monitoring.) A software fault is immediately detected when an observed behavior is rejected by a software level monitor. In contrast, when a system level monitor rejects an observed behavior it indicates a system level failure, and an additional isolation step is required to conclude whether a software fault occurred. This is done by tracking the executed behavior in the system model comprising of the models for the software and those for the nonfaulty hardware components: An acceptance by such a model indicates the presence of a software fault. The design of both the software-level and system-level monitors is modular and hence scalable (there exists one monitor for each property), and further the monitors are constructed directly from the property specifications and do not require any software or system model. Such models are required only for the fault isolation step when the detection occurs at the system level. We use input-output extended finite automata (I/O- EFA) for software as well as system level modeling, and also for modeling the property monitors. Note since the control changes only at the discrete times when the system/environment states are sampled, the controlled- system has a discrete-time hybrid dynamics which can be modeled as an I/O-EFA.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4591674,no,no,1487369764.407337
Interval Quality: Relating Customer-Perceived Quality to Process Quality,"We investigate relationships among software quality measures commonly used to assess the value of a technology, and several aspects of customer perceived quality measured by interval quality (IQ): a novel measure of the probability that a customer will observe a failure within a certain interval after software release. We integrate information from development and customer support systems to compare defect density measures and IQ for six releases of a major telecommunications system. We find a surprising negative relationship between the traditional defect density and IQ. The four years of use in several large telecommunication products demonstrates how a software organization can control customer perceived quality not just during development and verification, but also during deployment by changing the release rate strategy and by increasing the resources to correct field problems rapidly. Such adaptive behavior can compensate for the variations in defect density between major and minor releases.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4814186,no,no,1487369764.407335
Fault Detection In PCB Using Homotopic Morphological Operator,"Homotopic morphological image processing software solution is developed for detection of hair cracks in PCB, which cannot be seen by naked eye. The proposed software solution is implemented using basic morphological operations like dilation, erosion, opening, closing, hit-miss transform, thinning, thickening skeletonizing and pruning. The software solution also performs image enhancement operations using mathematical morphology. The proposed software solution can be extended to detect thin bone fractures and real time automatic PCB fault detection",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4086266,no,no,1487369764.407334
Empirical validation of object-oriented metrics on open source software for fault prediction,"Open source software systems are becoming increasingly important these days. Many companies are investing in open source projects and lots of them are also using such software in their own work. But, because open source software is often developed with a different management style than the industrial ones, the quality and reliability of the code needs to be studied. Hence, the characteristics of the source code of these projects need to be measured to obtain more information about it. This paper describes how we calculated the object-oriented metrics given by Chidamber and Kemerer to illustrate how fault-proneness detection of the source code of the open source Web and e-mail suite called Mozilla can be carried out. We checked the values obtained against the number of bugs found in its bug database - called Bugzilla - using regression and machine learning methods to validate the usefulness of these metrics for fault-proneness prediction. We also compared the metrics of several versions of Mozilla to see how the predicted fault-proneness of the software system changed during its development cycle.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1542070,no,no,1487369764.407332
Data Quality Monitoring Framework for the ATLAS Experiment at the LHC,"Data quality monitoring (DQM) is an important and integral part of the data taking process of HEP experiments. DQM involves automated analysis of monitoring data through user-defined algorithms and relaying the summary of the analysis results while data is being processed. When DQM occurs in the online environment, it provides the shifter with current run information that can be used to overcome problems early on. During the offline reconstruction, more complex analysis of physics quantities is performed by DQM, and the results are used to assess the quality of the reconstructed data. The ATLAS data quality monitoring framework (DQMF) is a distributed software system providing DQM functionality in the online environment. The DQMF has a scalable architecture achieved by distributing execution of the analysis algorithms over a configurable number of DQMF agents running on different nodes connected over the network. The core part of the DQMF is designed to only have dependence on software that is common between online and offline (such as ROOT) and therefore is used in the offline framework as well. This paper describes the main requirements, the architectural design, and the implementation of the DQMF.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4382779,no,no,1487369764.40733
A pragmatic approach to managing APC FDC in high volume logic production,"At Infineon Technologies APC fault detection is now implemented in many process areas in its high volume fabs. With the APC Software """"APC-Trend"""" process engineers and maintenance can detect and classify anomalies in machine and process parameters and supervise them on the basis of an automated alarming system. An overview of the current usage of APC FDC at Infineon is given.",2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1194511,no,no,1487369764.407327
Assessment of a New High-Performance Small-Animal X-Ray Tomograph,"We have developed a new X-ray cone-beam tomograph for in vivo small-animal imaging using a flat panel detector (CMOS technology with a microcolumnar CsI scintillator plate) and a microfocus X-ray source. The geometrical configuration was designed to achieve a spatial resolution of about 12 lpmm with a field of view appropriate for laboratory rodents. In order to achieve high performance with regard to per-animal screening time and cost, the acquisition software takes advantage of the highest frame rate of the detector and performs on-the-fly corrections on the detector raw data. These corrections include geometrical misalignments, sensor non-uniformities, and defective elements. The resulting image is then converted to attenuation values. We measured detector modulation transfer function (MTF), detector stability, system resolution, quality of the reconstructed tomographic images and radiated dose. The system resolution was measured following the standard test method ASTM E 1695 -95. For image quality evaluation, we assessed signal-to-noise ratio (SNR) and contrast-to-noise ratio (CNR) as a function of the radiated dose. Dose studies for different imaging protocols were performed by introducing TLD dosimeters in representative organs of euthanized laboratory rats. Noise figure, measured as standard deviation, was 50 HU for a dose of 10 cGy. Effective dose with standard research protocols is below 200 mGy, confirming that the system is appropriate for in vivo imaging. Maximum spatial resolution achieved was better than 50 micron. Our experimental results obtained with image quality phantoms as well as with in-vivo studies show that the proposed configuration based on a CMOS flat panel detector and a small micro-focus X-ray tube leads to a compact design that provides good image quality and low radiated dose, and it could be used as an add-on for existing PET or SPECT scanners.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4545226,no,no,1487369763.736324
A Method for an Accurate Early Prediction of Faults in Modified Classes,"In this paper we suggest and evaluate a method for predicting fault densities in modified classes early in the development process, i.e., before the modifications are implemented. We start by establishing methods that according to literature are considered the best for predicting fault densities of modified classes. We find that these methods can not be used until the system is implemented. We suggest our own methods, which are based on the same concept as the methods suggested in the literature, with the difference that our methods are applicable before the coding has started. We evaluate our methods using three large telecommunication systems produced by Ericsson. We find that our methods provide predictions that are of similar quality to the predictions based on metrics available after the code is implemented. Our predictions are, however, available much earlier in the development process. Therefore, they enable better planning of efficient fault prevention and fault detection activities",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021378,no,no,1487369763.736323
Applying fault correction profiles,"In general, software reliability models have focused on modeling and predicting the failure detection process and have not given equal priority to modeling the fault correction process. However, it is important to address the fault correction process in order to identify the need for process improvements. Process improvements, in turn, will contribute to achieving software reliability goals. We introduce the concept of a fault correction profile - a set of functions that predict fault correction events as a function of failure detection events. The fault correction profile identifies the need for process improvements and provides information for developing fault correction strategies. Related to the fault correction profile is the goal fault correction profile. This profile represents the fault correction goal against which the achieved fault correction profile can be compared. This comparison motivates the concept of fault correction process instability, and the attributes of instability. Applying these concepts to the NASA Goddard Space Flight Center fault correction process and its data, we demonstrate that the need for process improvement can be identified, and that improvements in process would contribute to meeting product reliability goals.",2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1270742,no,no,1487369763.736321
Geotechnical application of borehole GPR - a case history,"Borehole GPR measurements were performed to complement the site characterization of a planned expansion of a cement plant. This expansion includes a mill and a reclaim facility adjacent to the present buildings, the whole site being located in a karstic environment. Twenty-one geotechnical exploration borings revealed that the depth to bedrock is very irregular (between 1.5 m and 18 m) and that the rocks likely have vertical alteration channels that extend many meters below the rock surface. The purpose of the GPR survey was to reveal the presence of potential cavities and to better determine the required vertical extent of the caissons of the foundations. In general, the subsurface conditions consist of a top fill layer, which is electrically conductive, a residual clay layer and a limestone bedrock. Very poor EM penetration prevented surface measurements. Hence, 100 MHz borehole antennas were used to perform single-hole reflection and cross-hole transmission measurements. Sixteen geotechnical holes were visited during the survey. All holes were surveyed in reflection mode. Nineteen tomographic panels were scanned. Velocity tomogram were obtained for all the data. Attenuation tomography was performed in fewer occasions, due to higher uncertainty in the quality of the amplitude data. Resistivity probability maps were drawn when both velocity and attenuation data were obtained. The velocity tomography calculations were constrained using velocity profiles along the borings. These profiles were obtained by inversion of the single-hole first arrival data. The velocity tomography results show that globally the area can be separated in two zones, one with an average velocity around 0.1 m/ns and one with a slower 0.09 m/ns average velocity. In addition, low velocity anomalies attributable to weathered zones appear in the tomogram. In conclusion, the GPR results revealed no cavities. Sensitive zones were located, which helped the planning and the budgeting of the caissons - onstruction.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1343415,no,no,1487369763.73632
Effect of the Delay Time in Fixing a Fault on Software Error Models,"In this paper, we propose a new model that incorporates both the fault-detection process and the fault-correction process. In addition, the fault- correction process is modeled as a delayed fault- detection process. Significant improvements on the conventional software reliability growth models (SRGMs) to better describe the actual software development have been achieved by eliminating an unrealistic assumption that detected errors are immediately corrected. This can especially be seen when some latent software errors are hard to detect and they even exist in the software product for a long time after they are detected. Therefore, the time delayed by the correction process is not negligible. The objective here is to remove this assumption in order to make the SRGMs more realistic and accurate. Finally, two real data sets have been performed, and the results show that the proposed new model performs much better in estimating the number of initial faults.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4291198,no,no,1487369763.736319
Enhanced DO-RE-ME based defect level prediction using defect site aggregation-MPG-D,"Predicting the final value of the defective part level after the application of a set of test vectors is not a simple problem. In order for the defective part level to decrease, both the excitation and observation of defects must occur. This research shows that the probability of exciting an as yet undetected defect does indeed decrease exponentially as the number of observations increases. In addition, a new defective part level model is proposed which accurately predicts the final defective part level (even at high fault coverages) for several benchmark circuits and which continues to provide good predictions even as changes are made an the set of test patterns applied",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=894304,no,no,1487369763.736317
Design of a software distributed shared memory system using an MPI communication layer,"We designed and implemented a software distributed shared memory (DSM) system, SCASH-MPI, by using MPI as the communication layer of the SCASH DSM. With MPI as the communication layer, we could use high-speed networks with several clusters and high portability. Furthermore, SCASH-MPI can use high-speed networks with MPI, which is the most commonly available communication library. On the other hand, existing software DSM systems usually use a dedicated communication layer, TCP, or UDP-Ethernet. SCASH-MPI avoids the need for a large amount of pin-down memory for shared memory use that has limited the applications of the original SCASH. In SCASH-MPI, a thread is created to support remote memory communication using MPI. An experiment on a 4-node Itanium cluster showed that the Laplace Solver benchmark using SCASH-MPI achieves a performance comparable to the original SCASH. Performance degradation is only 6.3% in the NPB BT benchmark Class B test. In SCASH-MPI, page transfer does not start until a page fault is detected. To hide the latency of page transmission, we implemented a prefetch function. The latency in BT Class B was reduced by 64% when the prefetch function was used.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1575830,no,no,1487369763.736315
Vision-model-based impairment metric to evaluate blocking artifacts in digital video,"In this paper investigations are conducted to simplify and refine a vision-model-based video quality metric without compromising its prediction accuracy. Unlike other vision-model-based quality metrics, the proposed metric is parameterized using subjective quality assessment data recently provided by the Video Quality Experts Group. The quality metric is able to generate a perceptual distortion map for each and every video frame. A perceptual blocking distortion metric (PBDM) is introduced which utilizes this simplified quality metric. The PBDM is formulated based on the observation that blocking artifacts are noticeable only in certain regions of a picture. A method to segment blocking dominant regions is devised, and perceptual distortions in these regions are summed up to form an objective measure of blocking artifacts. Subjective and objective tests are conducted and the performance of the PBDM is assessed by a number of measures such as the Spearman rank-order correlation, the Pearson correlation, and the average absolute error The results show a strong correlation between the objective blocking ratings and the mean opinion scores on blocking artifacts",2002,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=982412,no,no,1487369763.736314
Fault correction profiles,"In general, software reliability models have focused on modeling and predicting the failure detection process and have not given equal priority to modeling the fault correction process. However, it is important to address the fault correction process in order to identify the need for process improvements. Process improvements, in turn, will contribute to achieving software reliability goals. We introduce the concept of a fault correction profile """" a set of functions that predict fault correction events as a function of failure detection events. The fault correction profile identifies the need for process improvements and provides information for developing fault correction strategies. Related to the fault correction profile is the goal fault correction profile. This profile represents the fault correction goal against which the achieved fault correction profile can be compared. This comparison motivates the concept of fault correction process instability, and the attributes of instability. Applying these concepts to the NASA Goddard Space Flight Center fault correction process and its data, we demonstrate that the need for process improvement can be identified, and that improvements in process would contribute to meeting product reliability goals.",2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1251048,no,no,1487369763.736312
An approach of fault detection based on multi-mode,"Conventional multi-scale principal component analysis (MSPCA) only detects fault, but it canpsilat detect fault types. For these problems, a method of fault detection based on multi-mode that incorporates MSPCA into adaptive resonance (ART) neural network is presented. Firstly, this method presents a wavelet transform for samples data, and principal component analysis can be used to analyze data at each scale. Then ART is used to classify reconstruction data. It can detect fault effectively, and ART2 can classify fault using wavelet denoising easily, it separates the fault successfully in the system. At last, it develops multi-mode fault detection in autocorrelation system application through computer simulation experiment. The theory and simulation experiments shows that this method is of wide application prospect.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4605762,no,no,1487369763.73631
A ratio sensitive image quality metric,"Many applications require a fast quality measure for digitally coded images, such as the mobile multimedia communication. Although the widely used peak signal-noise ratio (PSNR) has low computation cost, it fails to predict structured errors that dominate in digital images. On the other hand, human visual system (HVS) based metrics can improve the prediction accuracy. However, they are computationally complex and time consuming. This paper proposes a very simple image quality measure defined by a ratio based mathematical formulation that attempts to simulate the scaling of the human visual sensation to brightness. The current results demonstrate that the novel image quality metric predicts the subjective ratings better and has lower computation cost than the PSNR. As an alternative to the PSNR, the proposed metric can be used for on-line or real-time picture quality assessment applications.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1439076,no,no,1487369763.067625
Neural network modeling of distribution transformers with internal short circuit winding faults,"To detect and diagnose a transformer internal fault an efficient transformer model is required to characterize the faults for further research. This paper discusses the application of neural network (NN) techniques in the modeling of a distribution transformer with internal short-circuit winding faults. A transformer model can be viewed as a functional approximator constructing an input-output mapping between some specific variables and the terminal behaviors of the transformer. The complex approximating task was implemented using six small simple neural networks. Each small neural network model takes fault specification and energized voltage as the inputs and the output voltage or terminal currents as the outputs. Two kinds of neural networks, back-propagation feedforward network (BPFN) and radial basis function network (RBFN), were investigated to model the faults in distribution transformers. The NN models were trained offline using training sets generated by finite element analysis (FEA) models and field experiments. The FEA models were implemented using a commercial finite element analysis software package. The comparison between some simulation cases and corresponding experimental results shows that the well-trained, neural networks can accurately simulate the terminal behaviors of distribution transformers with internal short circuit faults",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932333,no,no,1487369763.067623
A Classification-Based Fault Detection and Isolation Scheme for the Ion Implanter,"We propose a classification-based fault detection and isolation scheme for the ion implanter. The proposed scheme consists of two parts: 1) the classification part and 2) the fault detection and isolation part. In the classification part, we propose a hybrid classification tree (HCT) with learning capability to classify the recipe of a working wafer in the ion implanter, and a k-fold cross-validation error is treated as the accuracy of the classification result. In the fault detection and isolation part, we propose a warning signal generation criteria based on the classification accuracy to detect and fault isolation scheme based on the HCT to isolate the actual fault of an ion implanter. We have compared the proposed classifier with the existing classification software and tested the validity of the proposed fault detection and isolation scheme for real cases to obtain successful results",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4012104,no,no,1487369763.067622
Automatic document metadata extraction using support vector machines,"Automatic metadata generation provides scalability and usability for digital libraries and their collections. Machine learning methods offer robust and adaptable automatic metadata extraction. We describe a support vector machine classification-based method for metadata extraction from header part of research papers and show that it outperforms other machine learning methods on the same task. The method first classifies each line of the header into one or more of 15 classes. An iterative convergence procedure is then used to improve the line classification by using the predicted class labels of its neighbor lines in the previous round. Further metadata extraction is done by seeking the best chunk boundaries of each line. We found that discovery and use of the structural patterns of the data and domain based word clustering can improve the metadata extraction performance. An appropriate feature normalization also greatly improves the classification performance. Our metadata extraction method was originally designed to improve the metadata extraction quality of the digital libraries Citeseer [S. Lawrence et al., (1999)] and EbizSearch [Y. Petinot et al., (2003)]. We believe it can be generalized to other digital libraries.",2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1204842,no,no,1487369763.067621
A neural network based fault detection and identification scheme for pneumatic process control valves,"This paper outlines a method for detection and identification of actuator faults in a pneumatic process control valve using a neural network. First, the valve signature and dynamic error band tests, used by specialists to determine valve performance parameters, are carried out for a number of faulty operating conditions. A commercially available software package is used to carry out the diagnostic tests, thus eliminating the need for additional instrumentation of the valve. Next, the experimentally determined valve performance parameters are used to train a multilayer feedforward network to successfully detect and identify incorrect supply pressure, actuator vent blockage, and diaphragm leakage faults",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=969794,no,no,1487369763.067619
Fine-Grained Software Metrics in Practice,"Modularity is one of the key features of the Object- Oriented (00) paradigm. Low coupling and high cohesion help to achieve good modularity. Inheritance is one of the core concepts of the 00 paradigm which facilitates modularity. Previous research has shown that the use of the friend construct as a coupling mechanism in C+ + software is extensive. However, measures of the friend construct are scarse in comparison with measures of inheritance. In addition, these existing measures are coarse-grained, in spite of the widespread use of the friend mechanism. In this paper, a set of software metrics are proposed that measure the actual use of the friend construct, inheritance and other forms of coupling. These metrics are based on the interactions for which each coupling mechanism is necessary and sufficient. Previous work only considered the declaration of a relationship between classes. The software metrics introduced are empirically assessed using the LEDA software system. Our results indicate that the friend mechanism is used to a very limited extent to access hidden methods in classes. However, access to hidden attributes is more common.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4343757,no,no,1487369763.067617
Low Complexity Scalable Video Coding,"In this paper, we consider scalable video coding (SVC) which has higher complexity than H.264/AVC since it has spatial, temporal and quality scalability in addition to H.264/AVC functionality. Furthermore, inter-layer prediction and layered coding for spatial scalability make motion estimation and mode decision more complex. Therefore, we propose low complexity SVC schemes by using current developing SVC standard. It is archived by prediction method such as skip, direct, inter-layer MV prediction with fast mode and motion vector (MV) estimation at enhancement layer. In order to increase the performance of inter-layer MV prediction, combined MV interpolation is applied with adjustment of prediction direction. Additionally, fast mode and MV estimation are proposed from structural properties of motion-compensated temporal filtering (MCTF) to elaborate predicted macro block (MB) mode and MV. From the experimental results, proposed method has comparable performance to reference software model with significant lower complexity.",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4176730,no,no,1487369763.067616
The Quadrics network (QsNet): high-performance clustering technology,"The Quadrics interconnection network (QsNet) contributes two novel innovations to the field of high-performance interconnects: (I) integration of the virtual-address spaces of individual nodes into a single, global, virtual-address space and (2) network fault tolerance via link-level and end-to-end protocols that can detect faults and automatically re-transmit packets. QsNet achieves these feats by extending the native operating system in the nodes with a network operating system and specialized hardware support in the network interface. As these and other important features of QsNet can be found in the InfiniBand specification, QsNet can be viewed as a precursor to InfiniBand. In this paper, we present an initial performance evaluation of QsNet. We first describe the main hardware and software features of QsNet, followed by the results of benchmarks that we ran on our experimental, Intel-based, Linux cluster built around QsNet. Our initial analysis indicates that QsNet performs remarkably well, e.g., user-level latency under 2 s and bandwidth over 300 MB/s",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=946704,no,no,1487369763.067614
Data Quality Monitoring Framework for the ATLAS Experiment at the LHC,"Data quality monitoring (DQM) is an integral part of the data taking process of HEP experiments. DQM involves automated analysis of monitoring data through user-defined algorithms and relaying the summary of the analysis results to the shift personnel while data is being processed. In the online environment, DQM provides the shifter with current run information that can be used to overcome problems early on. During the offline reconstruction, more complex analysis of physics quantities is performed by DQM, and the results are used to assess the quality of the reconstructed data. The ATLAS data quality monitoring framework (DQMF) is a distributed software system providing DQM functionality in the online environment. The DQMF has a scalable architecture achieved by distributing the execution of the analysis algorithms over a configurable number of DQMF agents running on different nodes connected over the network. The core part of the DQMF is designed to have dependence only on software that is common between online and offline (such as ROOT) and therefore the same framework can be used in both environments. This paper describes the main requirements, the architectural design, and the implementation of the DQMF.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4448489,no,no,1487369763.067612
Investigating the Efficacy of Nonlinear Dimensionality Reduction Schemes in Classifying Gene and Protein Expression Studies,"The recent explosion in procurement and availability of high-dimensional gene and protein expression profile data sets for cancer diagnostics has necessitated the development of sophisticated machine learning tools with which to analyze them. While some investigators are focused on identifying informative genes and proteins that play a role in specific diseases, other researchers have attempted instead to use patients based on their expression profiles to prognosticate disease status. A major limitation in the ability to accurately classify these high-dimensional data sets stems from the """"curse of dimensionality,"""" occurring in situations where the number of genes or peptides significantly exceeds the total number of patient samples. Previous attempts at dealing with this issue have mostly centered on the use of a dimensionality reduction (DR) scheme, principal component analysis (PCA), to obtain a low-dimensional projection of the high-dimensional data. However, linear PCA and other linear DR methods, which rely on euclidean distances to estimate object similarity, do not account for the inherent underlying nonlinear structure associated with most biomedical data. While some researchers have begun to explore nonlinear DR methods for computer vision problems such as face detection and recognition, to the best of our knowledge, few such attempts have been made for classification and visualization of high-dimensional biomedical data. The motivation behind this work is to identify the appropriate DR methods for analysis of high-dimensional gene and protein expression studies. Toward this end, we empirically and rigorously compare three nonlinear (Isomap, Locally Linear Embedding, and Laplacian Eigenmaps) and three linear DR schemes (PCA, Linear Discriminant Analysis, and Multidimensional Scaling) with the intent of determining a reduced subspace representation in which the individual object classes are more easily discriminable. Owing to the inherent nonlinear structure- - of gene and protein expression studies, our claim is that the nonlinear DR methods provide a more truthful low-dimensional representation of the data compared to the linear DR schemes. Evaluation of the DR schemes was done by 1) assessing the discriminability of two supervised classifiers (Support Vector Machine and C4.5 Decision Trees) in the different low- dimensional data embeddings and 2) five cluster validity measures to evaluate the size, distance, and tightness of object aggregates in the low-dimensional space. For each of the seven evaluation measures considered, statistically significant improvement in the quality of the embeddings across 10 cancer data sets via the use of three nonlinear DR schemes over three linear DR techniques was observed. Similar trends were observed when linear and nonlinear DR was applied to the high-dimensional data following feature pruning to isolate the most informative features. Qualitative evaluation of the low-dimensional data embedding obtained via the six DR methods further suggests that the nonlinear schemes are better able to identify potential novel classes (e.g., cancer subtypes) within the data.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492764,no,no,1487369763.06761
Diagnosis of Embedded Software Using Program Spectra,"Automated diagnosis of errors detected during software testing can improve the efficiency of the debugging process, and can thus help to make software more reliable. In this paper we discuss the application of a specific automated debugging technique, namely software fault localization through the analysis of program spectra, in the area of embedded software in high-volume consumer electronics products. We discuss why the technique is particularly well suited for this application domain, and through experiments on an industrial test case we demonstrate that it can lead to highly accurate diagnoses of realistic errors",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4148936,no,no,1487369762.400063
Software tools for PRA,"Probabilistic Risk Assessment (PRA) is performed to assess the probability of failure or success of a system's operation. Results provided by the risk assessment methodology are used to make decisions concerning choice of improvements to the design. PRA has been applied or recommended to NASA space applications to identify and mitigate their risks. The complexity of these tasks and varied information sources required for space applications makes solving them manually infeasible. Software tools are mandated. To date, numerous software tools have been developed and claimed as PRA solutions. It is always a concern which software best fits a particular PRA. The authors conducted a limited scope PRA on a NASA application using four different Reliability/PRA software tools (Relex, QRAS, SAPHIRE, GoldSim), which were readily available. The strength and weakness for each tool are identified and discussed. Recommendations on how to improve each tool to better satisfy NASA PRA needs are discussed.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925775,no,no,1487369762.400061
A Novel Embedded Accelerator for Online Detection of Shrew DDoS Attacks,"As one type of stealthy and hard-to-detect attack, low-rate TCP-targeted DDoS attack can seriously throttle the throughput of normal TCP flows for a long time without being noticed. The Power Spectral Density (PSD) analysis in frequency domain can detect this type of attack accurately. However, computational complexity of PSD analysis makes it impossible for software implementation at high speed network. Taking advantages of powerful computing capability and software-like flexibility, an embedded accelerator using FPGA for PSD analysis has been proposed. Optimized design in autocorrelation calculation algorithm and DFT processing distinguishes our scheme more meaningful for high speed real-time processing with limited resources. Simulation verifies that even working at very low system clock frequency, our design can still provide quality-service for malicious detection in multi-gigabyte rate network.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4579615,no,no,1487369762.40006
"Fault Detection, Isolation, and Localization in Embedded Control Software","Embedded control software reacts to plant and environment conditions in order to enforce a desired functionality, and exhibit hybrid dynamics: control-loops together with switching logic. Control software can contain errors (faults), and fault-tolerance methods must be developed to enhance system safety and reliability. We present an approach for fault detection and isolation that is key to achieving fault-tolerance. Detection approach is hierarchical involving monitoring both the control software, and the controlled-system. The latter is necessary to safeguard against any incompleteness of software level properties. A model of the system being monitored is not required, and further the approach is modular and hence scalable. When fault is detected at the system level, an isolation of a software fault is achieved by using residue methods to rule out any hardware (plant) fault. We also proposed a method to localize a software fault (to those lines of code that contain the fault). The talk will be illustrated through a servo control application.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4635929,no,no,1487369762.400058
Outlier Detection in Wireless Sensor Networks using Bayesian Belief Networks,"Data reliability is an important issue from the user's perspective, in the context of streamed data in wireless sensor networks (WSN). Reliability is affected by the harsh environmental conditions, interferences in wireless medium and usage of low quality sensors. Due to these conditions, the data generated by the sensors may get corrupted resulting in outliers and missing values. Deciding whether an observation is an outlier or not depends on the behavior of the neighbors' readings as well as the readings of the sensor itself. This can be done by capturing the spatio-temporal correlations that exists among the observations of the sensor nodes. By using naive Bayesian networks for classification, we can estimate whether an observation belongs to a class or not. If it falls beyond the range of the class, then it can be detected as an outlier. However naive Bayesian networks do not consider the conditional dependencies among the observations of sensor attributes. So, we propose an outlier detection scheme based on Bayesian belief networks, which captures the conditional dependencies among the observations of the attributes to detect the outliers in the sensor streamed data. Applicability of this scheme as a plug-in to the component oriented middleware for sensor networks (COMiS) of our early research work is also presented",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1665221,no,no,1487369762.400057
