Document Title,Abstract,Year,PDF Link,label,code,time
Managing the real-time behaviour of a particle beam factory: the CERN Proton Synchrotron complex and its timing system principles,"In the CERN 26 GeV Proton Synchrotron (PS) accelerator network, super-cycles are defined as sequences of different kinds of beams produced repetitively. Each of these beams is characterised by attributes such as particle type, beam energy, its route through the accelerator network, and the final end user. The super-cycle is programmed by means of an editor through which the operational requirements of the physics programme can be described. Each beam in the normal sequence may later be replaced by a set of spare beams automatically depending on software and hardware interlocks and requests presented to the Master Timing Generator. The MTG calculates at run time how each beam is to be manufactured, and sends a telegram message to each accelerator, just before each cycle, describing what it should be doing now and during the next cycle. These messages, together with key machine timing events and clocks are encoded onto a timing distribution drop net where they are distributed around the PS complex to VME-standard timing reception TG8 modules which generate output pulses and VME bus interrupts for task synchronisation. The TG8 modules are able to use accelerator-related clocks such as the incremental/decremental magnetic field trains, or the beam revolution and radio frequencies to produce high precision beam synchronous timing. Timing Surveillance Modules (TSM) monitor these timings, which give high precision interval measurements used for the machine tuning, beam diagnostics, and fault detection systems",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=710979,no,undetermined,0
A new approach for the failure mode analysis of optical character recognition algorithms,"Concerns the imprecise method of OCR algorithm development and improvement. While trial-and-error techniques must be employed, the evaluation of the failed attempts is the most crucial, tedious, and error prone task. The paper presents a precise and efficient solution to this problem. The overlooked cause of the problem stems from the passive nature of the analysis performed. The proposed approach is highly interactive by employing a tight integration between the analyst and the OCR code they are attempting to find fault with or improve upon. This close coupling can be achieved through the use of special tools built around the code which provide a level of control and precision previously unavailable to developers. By establishing a virtual awareness of the operations being performed and additionally providing the means to hypothesize scenarios with each of the OCR algorithms, an improved state of failure mode analysis (FMA) can be reached. This new approach to algorithm advancement circumvents the current inferior solution to a daunting problem and will allow the future of optical character recognition to rise to a new level at an excitingly fast pace",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=727500,no,undetermined,0
Pragmatic study of parametric decomposition models for estimating software reliability growth,"Numerous stochastic models for the software failure phenomenon based on Nonhomogeneous Poisson Process (NHPP) have been proposed in the last three decades (1968-98). Although these models are quite helpful for software developers and have been widely applied at industrial organizations or research centers, we still need to do more work on examining/estimating the parameters of existing software reliability growth models (SRGMs). We investigate and account for three possible trends of software fault detection phenomena during the testing phase: increasing, decreasing and steady state. We present empirical results from quantitative studies on evaluating the fault detection process and develop a valid time-variable fault detection rate model which has the inherent flexibility of capturing a wide range of possible fault detection trends. The applicability of the proposed model and the related methods of parametric decomposition are illustrated through several real data sets from different software projects. Our evaluation results show that the analytic parametric decomposition approach for SRGM have a fairly accurate prediction capability. In addition, the testing effort control problem based on the proposed model is also demonstrated",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730861,no,undetermined,0
The personal software process: a cautionary case study,"In 1995, Watts Humphrey introduced the Personal Software Process in his book, A Discipline for Software Engineering (Addison Wesley Longman, Reading, Mass.). Programmers who use the PSP gather measurements related to their own work products and the process by which they were developed, then use these measures to drive changes to their development behavior. The PSP focuses on defect reduction and estimation improvement as the two primary goals of personal process improvement. Through individual collection and analysis of personal data, the PSP shows how individuals can implement empirically guided software process improvement. The full PSP curriculum leads practitioners through a sequence of seven personal processes. The first and most simple PSP process, PSPO, requires that practitioners track time and defect data using a Time Recording Log and Defect Recording Log, then fill out a detailed Project Summary Report. Later processes become more complicated, introducing size and time estimation, scheduling, and quality management practices such as defect density prediction and cost-of-quality analyses. After almost three years of teaching and using the PSP, we have experienced its educational benefits. As researchers, however, we have also uncovered evidence of certain limitations. We believe that awareness of these limitations can help improve appropriate adoption and evaluation of the method by industrial and academic practitioners",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730851,no,undetermined,0
Applying testability to reliability estimation,"The purpose of the article is to implement the idea of using testability to estimate software reliability. The basic steps involve estimating testability, evaluating how well software was written, and assessing the effectiveness of testing. Results from these steps along with operational profiles are used to estimate software reliability. The paper describes an application of this method to evaluate the reliability of a real software system of about 6000 lines of executable code and discusses the results of such an estimation. The results are also compared with those obtained by using two reliability growth models",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730848,no,undetermined,0
Testability measurements for data flow designs,The paper focuses on data flow designs. It presents a testability measurement based on the controllability/observability pair of attributes. A case study provided by AEROSPATIALE illustrates the testability analysis of an embedded data flow design. Applying such an analysis during the specification stage allows detection of weaknesses and appraisal of improvements in terms of testability,1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=637169,no,undetermined,0
Formalising the software evaluation process,"Software process evaluation is an essential activity for improving software development in an organisation. Actually there is a need for a formalised method of evaluation that encompasses all the factors that affect software production. If a software process evaluation is to faithfully reflect the current status of an organisation, it must also consider the assessment of other factors. A formalised method of evaluation is presented that jointly assesses the three essential factors in software production: processes, technology and human resources. The aim behind this is to provide a solution to the main shortcomings of current software process evaluation methods: partiality of the evaluated factors and non-formalisation of the evaluation processes. Experimentation in various organisations has proven the adequacy of the proposed method for obtaining results that accurately portray the current status of the organisation's software process",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730778,no,undetermined,0
Assessing feedback of measurement data: relating Schlumberger RPS practice to learning theory,"Schlumberger RPS successfully applies software measurement to support their software development projects. It is proposed that the success of their measurement practices is mainly based on the organization of the interpretation process. This interpretation of the measurement data by the project team members is performed in so-called `feedback sessions'. Many researchers identify the feedback process of measurement data as crucial to the success of a quality improvement program. However, few guidelines exist about the organization of feedback sessions. For instance, with what frequency should feedback sessions be held, how much information should be presented in a single session, and what amount of user involvement is advisable? Within the Schlumberger RPS search to improve feedback sessions, the authors explored learning theories to provide guidelines to these type of questions. After all, what is feedback more than learning?",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=637176,no,undetermined,0
A strategy for improving safety related software engineering standards,"There are many standards which are relevant for building safety- or mission-critical software systems. An effective standard is one that should help developers, assessors and users of such systems. For developers, the standard should help them build the system cost-effectively, and it should be clear what is required in order to conform to the standard. For assessors, it should be possible to objectively determine compliance to the standard. Users, and society at large, should have some assurance that a system developed to the standard has quantified risks and benefits. Unfortunately, the existing standards do not adequately fulfil any of these varied requirements. We explain why standards are the way they are, and then provide a strategy for improving them. Our approach is to evaluate standards on a number of key criteria that enable us to interpret the standard, identify its scope and check the ease with which it can be applied and checked. We also need to demonstrate that the use of a standard is likely either to deliver reliable and safe systems at an acceptable cost or to help predict reliability and safety accurately. Throughout the paper, we examine, by way of example, a specific standard for safety-critical systems (namely IEC 1508) and show how it can be improved by applying our strategy",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730547,no,undetermined,0
Advanced control methods in rolling applications,"Continuously increasing quality demands in recent years have led to a considerable reduction of the permissible thickness tolerances for hot as well as cold rolled steel. However, conventional control concepts cannot completely compensate for the effects of various disturbances resulting from the rolling process. The utilization of high performance computer systems for the automation allows the application of advanced control techniques to overcome existing dynamic limitations. Particularly if older mechanical equipment is utilized, which is typical for revamping projects, these new concepts allow a significant improvement of the quality. In this paper, different examples of such technologies are presented: a new concept for advanced thickness control in hot strip mills based on a feedforward strategy combined with a Kalman filter, a statistical online identification tool; to enhance existing tension control systems via looper arms in finishing mills; a massflow control concept; and a predictive control concept to compensate reel tension variations. The development of these methods was based on extensive simulations as a development and testing tool. In the meantime, the simulation results have been verified by practical application of the methods. Some results of these practical implementations are added to demonstrate the potential improvements possible with these concepts.",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=730130,no,undetermined,0
Some conservative stopping rules for the operational testing of safety critical software,"Operational testing, which aims to generate sequences of test cases with the same statistical properties as those that would be experienced in real operational use, can be used to obtain quantitative measures of the reliability of software. In the case of safety critical software it is common to demand that all known faults are removed. This means that if there is a failure during the operational testing, the offending fault must be identified and removed. Thus an operational test for safety critical software takes the form of a specified number of test cases (or a specified period of working) that must be executed failure-free. This paper addresses the problem of specifying the numbers of test cases (or time periods) required for a test, when the previous test has terminated as a result of a failure. It has been proposed that, after the obligatory fix of the offending fault, the software should be treated as if it were completely novel, and be required to pass exactly the same test as originally specified. The reasoning here claims to be conservative, in as much as no credit is given for any previous failure-free operation prior to the failure that terminated the test. We show that, in fact, this is not a conservative approach in all cases, and propose instead some new Bayesian stopping rules. We show that the degree of conservatism in stopping rules depends upon the precise way in which the reliability requirement is expressed. We define a particular form of conservatism that seems desirable on intuitive grounds, and show that the stopping rules that exhibit this conservatism are also precisely the ones that seem preferable on other grounds",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=637384,no,undetermined,0
Fault analysis and performance monitoring in prototyping machine vision systems,"This paper introduces an innovative approach in the development process for machine vision systems. We take all system requirements into consideration, not only digital image processing but also process synchronization and process control. Strict implementation conventions for hardware and software design allow integrated performance monitoring and fault analysis. Even in a prototype stage, various algorithms and hardware components can be assessed directly in the industrial environment. After presenting the system concept in general, the implementation process is discussed for a sample application",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=638840,no,undetermined,0
Machine learning algorithms for fault diagnosis in analog circuits,"In this paper, we investigate and systematically evaluate two machine learning algorithms for analog fault detection and isolation: (1) restricted Coloumb energy (RCE) neural network, and (2) learning vector quantization (LVQ). The RCE and LVQ models excel at recognition and classification types of problems. In order to evaluate the efficacy of the two learning algorithms, we have developed a software tool, termed Virtual Test-Bench (VTB), which generates diagnostic information for analog circuits represented by SPICE descriptions. The RCE and LVQ models render themselves more naturally to online monitoring, where measurement data from various sensors is continuously available. The effectiveness of RCE and LVQ is demonstrated on illustrative example circuits",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=728169,no,undetermined,0
On the expected number of failures detected by subdomain testing and random testing,"We investigate the efficacy of subdomain testing and random testing using the expected number of failures detected (the E-measure) as a measure of effectiveness. Simple as it is, the E-measure does provide a great deal of useful information about the fault detecting capability of testing strategies. With the E-measure, we obtain new characterizations of subdomain testing, including several new conditions that determine whether subdomain testing is more or less effective than random testing. Previously, the efficacy of subdomain testing strategies has been analyzed using the probability of detecting at least one failure (the P-measure) for the special case of disjoint subdomains only. On the contrary, our analysis makes use of the E-measure and considers also the general case in which subdomains may or may not overlap. Furthermore, we discover important relations between the two different measures. From these relations, we also derive corresponding characterizations of subdomain testing in terms of the P-measure",1996,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=485221,no,undetermined,0
Application and analysis of IDDQ diagnostic software,"A current disadvantage of IDDq testing is lack of software-based diagnostic tools that enable IC vendors to create a large database of defects uniquely detected with this test method. We present a methodology for performing defect localization based upon IDDq test information (only). Using this technique, fault localization can be completed within minutes (e.g. <5 minutes) after IC testing is complete. This technique supports multiple fault models and has been successfully applied to a large number of samples-including ones that have been verified through failure analysis. Data is presented related to key issues such as diagnostic resolution, hardware-to-fault model correlation, diagnostic current thresholds, and the diagnosability of various defect types",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=639633,no,undetermined,0
Fault handling mechanisms in the RETHER protocol,"RETHER is a software-driven token-passing protocol designed to provide bandwidth guarantee for real-time multimedia applications over off-the-shelf Ethernet hardware. To our knowledge, it is the first all-software and fully-implemented real-time protocol on top of commodity Ethernet hardware. Because token passing is used to regulate network accesses, node crashes and/or packer corruption may lead to token loss, thus potentially shutting down the network completely. This paper describes the fault handling mechanisms built into RETHER to address this problem in both a single-segment and multi-segment Ethernet environment. The emphasis of the paper is on the uniqueness of the target application context and the rationale of chosen solutions. We present the performance tradeoffs of the fault detection/recovery schemes, the implementation experiences of the prototype",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640141,no,undetermined,0
Congestion control with two level rate control for continuous media traffic in network without QoS guarantee,"Recently, it is required to transfer continuous media over networks without QoS guarantee. In these networks, network congestion will cause transmission delay variance which degrades the quality of continuous media itself. This paper proposes a new protocol using congestion control with two level rate control in the data transfer level and the coding level. It introduces a TCP-like congestion control mechanism to the rate control of the data transfer level, which can detect the QoS change quickly, and adjust the coding rate of continuous media with a time interval long enough for its quality. The performance evaluation through software simulation with multiplexing continuous media traffic and TCP traffic shows that the proposed protocol works effectively in the case of network congestion",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=726420,no,undetermined,0
Biometry: the characterisation of chestnut-tree leaves using computer vision,"The Department of Biology of the University of Tras-os-Montes e Alto Douro analyses every year a large number of chestnut-tree leaves, in order to measure their biometric characteristics, namely the leaf area, dimensions of the enclosing rectangle, number of teeth and secondary veins. Because for a human operator this is a time consuming and error prone task, a computer vision system has been set up to improve the process. The task of measuring the leaf presents no major problems, while counting the number of teeth and secondary veins has proved to be complex at the resolutions used. This paper describes the state of the project, going into some detail on the algorithms. A complete system has been assembled, based on a PC connected to an imaging system. A windows-based application has been developed, which integrates the control of the operations to grab, store and analyse images of different varieties of chestnut-tree leaves in an organised way. Because the accuracy of the computer vision algorithms used is not sufficient for the system to be completely autonomous, a semi-automatic solution has been adopted. The operator validates or corrects the results of the automatic analysis. This solution leads to a significant improvement in the performance of the human operator, both in terms of speed and quality of the results",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=648634,no,undetermined,0
Integrated dynamic scheduling of hard and QoS degradable real-time tasks in multiprocessor systems,"Many time critical applications require predictable performance and tasks in these applications have deadlines to be met. For tasks with hard deadlines, a deadline miss can be catastrophic, while for QoS degradable tasks (soft real time tasks) timely approximate results of poorer quality or occasional deadline misses are acceptable. Imprecise computation and (m,k) firm guarantee are two workload models that quantify the trade off between schedulability and result quality. We propose dynamic scheduling algorithms for integrated scheduling of real time tasks, represented by these workload models, in multiprocessor systems. The algorithms aim at improving the schedulability of tasks by exploiting the properties of these models in QoS degradation. We also show how the proposed algorithms can be adapted for integrated scheduling of multimedia streams and hard real time tasks, and demonstrate their effectiveness in quantifying QoS degradation. Through simulation, we evaluate the performance of these algorithms using the metrics-success ratio (measure of schedulability) and quality. Our simulation results show that one of the proposed algorithms, multilevel degradation algorithm, outperforms the others in terms of both the performance metrics",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=726408,no,undetermined,0
Automatic commissioning of air-conditioning plant,"The paper presents the results of work being undertaken as part of the UK contribution to an International Energy Agency research project (Annex 34) concerned with computer-aided fault detection and diagnosis in real buildings. The aim of the project is to develop and test software tools, which are based on existing methods of fault detection and diagnosis, for analysing the performance of heating, ventilating and air-conditioning systems. The development of a tool, which can automate the commissioning of air-handling units in large-scale air-conditioning systems, is considered in this paper. The presence of faults is detected by a fuzzy model-based fault diagnosis scheme which uses generic reference models to describe the behaviour of the plant when it is operating correctly and when one of a predefined set of faults has occurred. The paper discusses practical issues such as the integration of the commissioning tool and the building energy management system, the automatic reconfiguration of the control strategy to implement open-loop commission tests, the automatic generation of the test sequences, and the presentation of the diagnostic results to the user. Experimental results are presented that demonstrate the use of the tool to remotely commission the cooling coil of an air-handling unit in a commercial office building",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=726174,no,undetermined,0
Quality assurance certification: adoption by Australian software developers and its association with capability maturity,"Many Australian developers have committed resources to achieve certification in response to government purchasing policies favouring standards-certified-suppliers, but cynics suggest the `piece of paper' does little to improve the processes and subsequent product. This study details a research project undertaken to assess the adoption of QA certification by Australian software developers. Primary data for the study were gathered from a survey of 1,000 Australian software developers, and secondary data from the JAS-ANZ register of certified organisations. The survey design was used to determine the extent of adoption of QA certification by Australian developers, their organisational characteristics, capability maturity and perceptions regarding the value of QA certification. The SEI CMM questionnaire was used as the basis of the capability maturity measurement instrument, enabling an international comparison of CMM levels of developers in Australia, Hong Kong and Singapore",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640157,no,undetermined,0
Performability analysis of an avionics-interface,"This paper reports on a case study in the quantitative analysis of safety-critical systems. Although formal methods are becoming more and more accepted in the development of such systems, usually they are used in the verification of qualitative properties. However, in many cases system safety also depends on the fact that certain quantitative requirements are met. Therefore we are interested in statements about quantitative properties, which can be achieved by a rigorous formal method. Our approach is to create a generalized stochastic Petri net (GSPN) model of the system and use it for the analysis of the system. The object of this case study is a fault-tolerant computer (FTC) constructed by Daimler Benz Aerospace (DASA) for the International Space Station (ISS). One part of the FTC is the Avionics Interface (AVI) which connects the FTC with a bus-system. We want to determine the data throughput that can be reached by the AVI and obtain informations about bus-usage-profiles which can cause the rejection of messages. Although such rejections are allowed according to the specification, they can cause a significant deterioration in the overall bus performance. In this article we describe a GSPN model of the AVI software and its environment. This model is used to make predictions about the AVI performability. Since a complete analytical solution of the model is not possible due to its complexity and the infinite state space, a simulation is used to analyse the crucial AVI behavior for several bus-usage-profiles.",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=725461,no,undetermined,0
Evaluation of fourteen desktop data mining tools,"Fourteen desktop data mining tools (or tool modules) ranging in price from US$75 to $25,000 (median <$1,000) were evaluated by four undergraduates inexperienced at data mining, a relatively experienced graduate student, and a professional data mining consultant. The tools ran under the Microsoft Windows 95, Microsoft Windows NT, or Macintosh System 7.5 operating systems, and employed decision trees, rule induction, neural networks, or polynomial networks to solve two binary classification problems, a multi-class classification problem, and a noiseless estimation problem. Twenty evaluation criteria and a standardized procedure for assessing tool qualities were developed and applied. The traits were collected in five categories: capability, learnability/usability, interoperability, flexibility, and accuracy. Performance in each of these categories was rated on a six-point ordinal scale, to summarize their relative strengths and weaknesses. This paper summarizes a lengthy technical report (Gomolka et al., 1998), which details the evaluation procedure and the scoring of all component criteria. This information should be useful to analysts selecting data mining tools to employ, as well as to developers aiming to produce better data mining products",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=725108,no,undetermined,0
Fault injection for the masses,"The key technology that the author would like to see adopted by the masses is a family of software fault injection algorithms that can predict where to concentrate testing. From a novelty standpoint, these algorithms were (and still are) unique among other methods of performing fault injection. The author concedes that the algorithms are computational, but the results can provide unequaled information about how â€œbad thingsâ€?propagate through systems. Because of that, he thinks fault injection methods are valuable to anyone responsible for software quality, including those working in one-person independent software vendors (ISVs) or even the largest corporations",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=642820,no,undetermined,0
Identification of high frequency transformer equivalent circuit using Matlab from frequency domain data,"High frequency modelling is essential in the design of power transformers, to study impulse voltage distribution, winding integrity and insulation diagnosis. In this paper, a PC based, fully automated technique for identifying parameters of a high frequency transformer equivalent circuit is proposed. At each discrete measurement point, voltage ratio and phase between input and output is calculated to obtain the frequency response. A parametric system identification technique is utilised to determine the coefficients of an appropriate transfer function to model the measured frequency response from 50 Hz to 1 MHz, divided into low, medium and high frequency ranges. The proposed technique is simple to implement, fully computerised and avoids time consuming measurements reported earlier. Test results on several transformers indicate that the method is highly reliable, consistent and is sensitive to transformer winding faults",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=643049,no,undetermined,0
Sequential test generation based on circuit pseudo-transformation,"The test generation problem for a sequential circuit capable of generating tests with combinational test generation complexity can be reduced to that for the combinational circuit formed by replacing each FF in the sequential circuit by a wire. In this paper, we consider an application of this approach to general sequential circuits. We propose a test generation method using circuit pseudo-transformation technique: given a sequential circuit, we extract a subcircuit with balanced structure which is capable of generating tests with combinational test generation complexity, replace each FF in the subcircuit by wire, generate test sequences for the transformed sequential circuit, and finally obtain test sequences for the original sequential circuit. We also estimate the effectiveness of the proposed method by experiment with ISCAS'89 benchmark circuits",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=643919,no,undetermined,0
TEMPLATES: a test generation procedure for synchronous sequential circuits,"We develop the basic definitions and procedures for a test generation concept referred to as templates that magnifies the effectiveness of test generation by taking advantage of the fact that many faults have â€œsimilarâ€?test sequences. Once a template is generated, several test sequences to detect different faults are derived from it at a reduced complexity compared to the complexity of test generation",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=643923,no,undetermined,0
TBRIM: decision support for validation/verification of requirements,"A decision support system has been developed that provides a structured approach to aid the validation/verification of requirement sets and enhance the quality of the resulting design by reducing risk. Additionally, an automated implementation of this approach has been completed utilizing the Advanced Integrated Requirements Engineering System (AIRES) software. Corroboration for the application of this decision support system has been attained from automated and manual testing performed on the system specification of a large-scale software development and integration project. The decision support approach, called the Test-Based Risk Identification Methodology (TBRIM), has been used to detect four major types of requirements risk potential: ambiguity, conflict, complexity, and technical factors. The TBRIM is based on principles of evidence testing and eliminative logic developed by Bacon and Cohen for making decisions under uncertainty. New techniques for detection of complexity and technical risks have been added to existing methods for identification of risk from ambiguous and conflicting requirements. Comparisons of the automated and manual test results on risk category-by-category basis showed good correlation, and category-independent comparisons showed improvements that were consistent with expectations, Benefits from use of this decision support system include higher accuracy, consistency, and efficiency in the validation/verification of requirements. Knowledge of senior personnel can be captured to provide an expert system for less-experienced personnel",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=725031,no,undetermined,0
Estimating the number of faults using simulator based on generalized stochastic Petri-net model,"In order to manage software projects quantitatively, we have presented a new model far software project based on generalized stochastic Petri-net model which can take influence of human factors into account, and we have already developed software project simulator based on GSPN model. This paper proposes methods for calculating model parameters in the new model and estimating the number of faults in the design and debug phases of software process. Then we present experimental evaluation of proposed method using a data of actual software development project on a certain company. As the result of case study, we confirmed its effectiveness with respect to estimating the number of faults in the software process",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=643969,no,undetermined,0
Automated network fault management,"Future military communication networks will have a mixture of backbone terrestrial, satellite and wireless terrestrial networks. The speeds of these networks vary and they are very heterogeneous. As networks become faster, it is not enough to do reactive fault management. Our approach combines proactive and reactive fault management. Proactive fault management is implemented by dynamic and adaptive routing. Reactive fault management is implemented by a combination of a neural network and an expert system. The system has been developed for the X.25 protocol. Several fault scenarios were modeled and included in the study reduced switch capacity, increased packet generation rate of a certain application, disabled switch in the X.25 cloud, and disabled links. We also modeled the occurrence of alarms including the severity of the problem, location of the event and a threshold. To detect and identify faults we use both numerical data associated with the performance objects (attributes) in the MIB as well as SNMP traps (alarms). Simulation experiments have been performed in order to understand the convergence of the algorithms, the timing of the neural network involved and the G2/NeurOn-Line software environment and MIB design",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=644967,no,undetermined,0
Framework of a software reliability engineering tool,"The usage of commercial off-the-shelf (COTS) software modules in a large, complex software development project has well-known advantages (e.g. reduced development time and reduced cost). However, many such designs remain ill-understood in terms of end-to-end, overall reliability and assurance of the software system. Since the COTS components may not have been designed with assurance attributes in mind, a COTS module integrated system may fail to provide high end-to-end assurance. In applications that require timing, reliability and security guarantees, the usage of COTS software components can therefore mandate an analysis of the assurance attributes. The users of such systems may desire to predict the effect of the occurrence of an event on the reliability of other events in the system, and in general carry out an end-to-end analysis of the software system assurance. In this paper, we evaluate the causality, reliability and the overall performance aspects of large-scale software using a reverse engineering approach. The proposed code analysis approach can evaluate whether the COTS software meets the user-specified individual/group reliability constraints or not. In the case of reliability violation, our proposed approach can identify the modules of the software that may require re-design. The underlying idea is to merge event probabilities, event dependencies and fault propagation to calculate the occurrence probabilities of every event in the system",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=648048,no,undetermined,0
Intelligent AUV on-board health monitoring software (INDOS),"Two aspects of situation analysis are of special importance in the operation of autonomous underwater vehicles: maintenance of system integrity; and identification of danger situations and appropriate reactions, or more generally early detection of potential failures and provision of intelligent countermeasures. The efforts with regard to fault avoidance are centred on the two functions: system health and mission management. It is mainly in these domains that fault detection, diagnosis and recovery are necessary. Any degradation in the performance of the system has to be detected as soon as possible, otherwise the vehicle controller would operate on the basis of abnormal and non-realistic measurement data. Consequently, software development for AUVs at STN ATLAS is currently focused on intelligent behaviour. In the case of the STN ATLAS AUV development â€œC-Catâ€? this complex is handled by the intelligent software INDOS",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=724351,no,undetermined,0
Virtual disassembly-a software tool for developing product dismantling and maintenance systems,"A product is typically designed in the assembled configuration. However, CAD systems do not analyze the product design for disassemblability, a significant part of maintenance. This paper presents a new methodology for performing disassembly evaluation of CAD models of designs for maintenance. This methodology involves analyzing the product for disassemblability utilizing several disassembly techniques, such as selective disassembly and destructive disassembly, to assess: (i) the ease of product disassembly for maintenance, (ii) disassembly sequencing to maintain a selected set of components and (iii) disassembly cost for maintenance. The methodology utilizes a metric for quantitative assessment of the product in order to arrive at an acceptable design and to compare alternate designs for maintenance. Moreover, the disassembly methodology presented in this paper can serve as a basis for identifying an efficient product design for maintenance",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=653676,no,undetermined,0
"Sample implementation of the Littlewood holistic model for assessing software quality, safety and reliability","Software quality, safety and reliability metrics should be collected, integrated, and analyzed throughout the development lifecycle so that corrective and preventive action can be taken in a timely and cost effective manner. It is too late to wait until the testing phase to collect and assess software quality information, particularly for mission critical systems. It is inadequate and can be misleading to only use the results obtained from testing to make a software safety or reliability assessment. To remedy this situation a holistic model which captures, integrates and analyzes product, process, and people/resource (P<sup>3</sup>R) metrics, as recommended by B. Littlewood (1993), is needed. This paper defines one such possible implementation",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=653698,no,undetermined,0
Development of expertise in complex domains,"It is necessary to understand how human planners' performance evolves over time with increasing expertise in order to develop effective computer critics, tutors, knowledge acquisition systems, and training strategies. In this paper we present two studies of the development of expertise in complex domains: manufacturing planning and software development management planning. We had experts in each domain rank order the plans created by practitioners at various levels of experience from best to worst quality. We did this to assess whether practitioners really did gain skill with increased experience in both of these fields or whether experts were â€œself proclaimedâ€? Next, we analyzed the spoken statements of the practitioners to identify the knowledge and problem solving strategies they used or lacked. We used these data to model the skill development phases in each domain. These models can be used to develop computer tools and training strategies to help practitioners achieve higher levels of competence",1997,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=635341,no,undetermined,0
A change prediction model for embedded software applications,"A key aspect of effective software development is the ability to quantify and predict software product quality. Software quality is the degree to which software possesses desired attributes, including portability, reliability, testability and maintainability. Insofar as software with high change traffic affects its maintainability and reliability, a model which produces a change-traffic predictor metric may be useful. The information such a model would provide could be used to help estimate the development cost and effort. Resources could be better allocated to those areas where additional attention may be required. Software changes normally occur due to new requirements or errors in the software, and so a change-traffic metric is not necessarily a good proxy for errors. Users should define their thresholds and ranges of acceptability. This paper identifies metrics collected from embedded Ada software that had a correlation with the change traffic of that software. Using multiple linear regression analysis and sample data from up to 287 embedded Ada software modules, change prediction models yielded values for the average absolute difference between predicted and actual changes per module of less than 3, and an adjusted-R<sup>2</sup> value of 0.57 for the full sample",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=673277,no,undetermined,0
VHDL behavioral ATPG and fault simulation of digital systems,"Due to the increasing level of integration achieved by Very Large Scale Integrated (VLSI) technology, traditional gate-level fault simulation is becoming more complex, difficult, and costly. Furthermore, circuit designs are increasingly being developed through the use of powerful VLSI computer-aided design (CAD) synthesis tools which emphasize circuit descriptions using high-level representations of functional behavior, rather than physical architectures and layout. Behavior fault simulation applied to the top functional level models described using a hardware description language offers a very attractive alternative to these problems. A new way to simulate the behavioral fault models using the hardware description language (HDL), such as VHDL, is presented. Tests were generated by carrying out the behavioral fault simulation for a few circuit models. For comparison, a gate-level fault simulation on the equivalent circuit, produced via a synthesis tool, was used. The performance analysis shows that a very small number of test patterns generated by the behavioral automatic test pattern generation (ATPG)/fault simulation system detected around 98 percent of the testable gate-level faults that were detected by random test",1998,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=670325,no,undetermined,0
